,name,old_product_price,new_product_price_after,new_product_price_before,Kích thước màn hình,Công nghệ màn hình,Tính năng màn hình,Tần số quét,Kiểu màn hình,Camera sau,Quay video,Tính năng camera,Camera trước,Quay video trước,Chipset,Loại CPU,GPU,Dung lượng RAM,Bộ nhớ trong,Khe cắm thẻ nhớ,Pin,Công nghệ sạc,Cổng sạc,Thẻ SIM,Hệ điều hành,Hồng ngoại,Jack tai nghe 3.5,Công nghệ NFC,Hỗ trợ mạng,Wi-Fi,Bluetooth,GPS,Kích thước,Trọng lượng,Chất liệu mặt lưng,Chất liệu khung viền,"Chỉ số kháng nước, bụi",Tiện ích khác,Công nghệ âm thanh,Cảm biến vân tay,Các loại cảm biến,Tính năng đặc biệt,Thời điểm ra mắt,Độ phân giải màn hình,Công nghệ - Tiện ích,Loại màn hình,Hệ thống làm mát,Cảm biến,Tương thích
184,Huawei Enjoy 20,,,,6.5 inches,"LTPS IPS LCD capacitive touchscreen, 16M colors",,,,"64 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.4, 17mm (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","Trước: 1080p
Sau: 4K, 1080p, 720p@960fps",,"16 MP, f/2.0, (wide)",,Kirin 820 5G (7nm),Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G57 (6-core),8 GB,128 GB,"NM (Nano Memory), up to 256G",Li-Po 4000 mAh,,,2 SIM (Nano-SIM),"Android 10, EMUI 10.1, no Google Play Services",,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",162.3 x 75 x 8.6 mm,189 g,,,,,,,,,,1080 x 2400 pixels (FullHD+),,,,"Cảm biến vân tay, cảm biến gia tốc, con quay hồi chuyển, cảm biến tiệm cận, la bàn, cảm biến áp kế",
185,Realme V11s,,,,,,90 Hz,,,,,,,,MediaTek Dimensity 700,,,,128 GB,,5.000 mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,OPPO A17K,,,,6.56 inches,IPS LCD,"Mặt kính cảm ứng: Kính cường lực Panda, 16 triệu màu,",,,"8 MP, f/2.0, FOV 78°","FullHD 1080p@30fps, HD 720p@30fps","Toàn cảnh (Panorama), Làm đẹp, Ban đêm (Night Mode), Chuyên nghiệp (Pro), Zoom kỹ thuật số, AI Camera",5MP (f/2.2); FOV 76.8°,"FullHD 1080p@30fps, HD 720p@30fps",MediaTek Helio G35 8 nhân,2.3 GHz,IMG PowerVR GE8320,3 GB,64 GB,"MicroSD, hỗ trợ tối đa 1 TB",5000 mAh,Sạc 10 W,Micro-USB,2 SIM (Nano-SIM),Android 12,,Có,Không,4G,"Wi-Fi Direct, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac",v5.2,"GPS, GLONASS, BEIDOU",164.2 x 75.6 x 8.3 mm,189g,Nhựa,Nhựa,IPX4,"Chế độ đơn giản (Giao diện đơn giản)
Chạm 2 lần tắt/sáng màn hình
Chặn cuộc gọi
Chặn tin nhắn
Ứng dụng kép (Nhân bản ứng dụng)
Thu nhỏ màn hình sử dụng một tay
Trợ lý ảo Google Assistant
Tối ưu game (Game Turbo)
Chế độ trẻ em (Khôn",,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Cảm biến áp kế, Cảm biến trọng lực",,10/2022,720 x 1612 (HD+),,,,,
187,Xiaomi 12T 8GB 128GB,"8.490.000đ
Khi thu cũ lên đời",8.990.000đ,12.490.000đ,6.67 inches,AMOLED,"1 tỉ màu, 120Hz, Dolby Vision, HDR10+",120Hz,Đục lỗ (Nốt ruồi),108MP + 8MP + 2MP,"4K 3840x2160 ở tốc độ 30fps
1080p 1920x1080 ở tốc độ 60fps
1080p 1920x1080 ở tốc độ 30fps
720p 1280x720 ở tốc độ 30fps","Trôi nhanh thời gian (Time Lapse) Quay chậm (Slow Motion) Ảnh Raw Chống rung quang học (OIS) Siêu độ phân giải Toàn cảnh (Panorama) Làm đẹp, Nhận diện khuôn mặt, Google Lens, Xóa phông, Ban đêm (Night Mode), Chạm lấy nét, Chuyên nghiệp (Pro), HDR,",20MP,"1080p 1920x1080 ở tốc độ 60fps
1080p 1920x1080 ở tốc độ 30fps
720p 1280x720 ở tốc độ 30fps
Video chuyển động chậm: 120fps, 720p",MediaTek Dimensity 8100 Ultra,Tốc độ CPU 2.8 GHz,Mali G610 MC6,8 GB,128 GB,,5000mAh,Sạc nhanh 120W,USB Type-C,2 SIM (Nano-SIM),"Android 12, MIUI 13",,Không,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","v5.2, A2DP, LE","A-GPS (GLONASS (1), BDS (3), GALILEO (2), QZSS (2), NavIC)",163.1 x 75.9 x 8.6 mm,202 g,Kính,Kim loại,Không có,"Đa cửa sổ (chia đôi màn hình)
Tối ưu game (Game Turbo)
Theo dõi nhịp tim bằng cảm biến vân tay
Báo rung khi kết nối cuộc gọi
Chặn cuộc gọi
Chặn tin nhắn
Trợ lý ảo Google Assistant
Mở rộng bộ nhớ RAM","Loa kép
Dolby Atmos
Âm thanh Hi-Res Audio",Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế","Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt",10/2022,1220 x 2712 pixels,,,Hệ thống làm mát bằng chất lỏng (Buồng hơi siêu lớn + Tấm graphit nhiều lớp + màng Boron Nitride),,
188,Nothing Phone 1,,,,6.55 inches,OLED,"Tần số quét 120Hz
Gorilla Glass 5",,,50 MP + 50 MP,"4K@30fps, 1080p@30/60fps, gyro-EIS, live HDR",,16 MP,,Qualcomm Snapdragon 778G+ 5G (6 nm),1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55,Adreno 642L,8 GB,128 GB,,4.500 mAh,"Sạc nhanh 33W, 100% trong 70 phút
Sạc nhanh không dây 15W
Sạc ngược không dây 5W
Power Delivery 3.0
Quick Charge 4.0",,,Android 12,,,,,802.11 a/b/g/n/ac/6,v5.2,,159.2 x 75.8 x 8.3 mm,193.5 g,,,,,,,,,,1080 x 2400 pixels (FullHD+),,Màn hình,,,
189,Xiaomi 11i HyperCharge,,,,6.66 inches,AMOLED,"120Hz, HDR10, Corning Gorilla Glass 5",,,"Camera góc rộng: 108 MP, f/1.9, PDAF
Camera góc siêu rộng: 8 MP, 120˚
Camera tele: 2 MP, f/2.4","4K@30fps, 1080p@30/60fps",,16 MP,1080p@30fps,MediaTek Dimensity 920 5G (6 nm),2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,Mali-G68 MC4,6 GB,128 GB,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Li-Po 4500 mAh,Sạc nhanh 120W,USB Type-C,2 SIM (Nano-SIM),"Android 11, MIUI 12.5",,,Có,5G,,"5.2, A2DP, LE","A-GPS, GLONASS, GALILEO, BDS",,204 g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển",,,1080 x 2400 pixels (FullHD+),,,,,
190,Nokia 1.4,,,,,,,,,,,,,,,,,,,,,,,,,Không,,,,,,,,,,,,,,,,,,,,,,,
191,Vivo X60t Pro Plus,,,,6.56 inches,Super AMOLED,"120Hz, HDR10+, 1300 nits",,,"Camera góc rộng: 50 MP, f/1.6, Laser AF, OIS
Camera tiềm vọng tele: 8 MP, f/3.4, PDAF, OIS, 5x optical zoom
Camerra tele: 12 MP, f/2.0, 50mm, PDAF, 2x optical zoom
Camera góc siêu rộng: 48 MP, gimbal OIS, PDAF","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+",,"32 MP, f/2.5","4K@30fps, 1080p@30fps",Qualcomm SM8350 Snapdragon 888 5G (5 nm),1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680,Adreno 660,8 GB,128 GB,,Li-Po 4200 mAh,Sạc nhanh 55W,USB Type-C,2 SIM (Nano-SIM),"Android 11, OriginOS 1.0",,Không,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.2, A2DP, LE, aptX HD","A-GPS, GLONASS, BDS, GALILEO, NavIC",158.6 x 73.4 x 9.1 mm,191g,,Kim loại,,,,,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Cảm biến áp kế",,,1080 x 2376 pixels (FullHD+),,,,,
192,OPPO K10 Pro,,,,6.62 inches,AMOLED,"AMOLED
120Hz
HDR10+
1300 nits (peak)",120Hz,Đục lỗ (Nốt ruồi),"50 MP, f/1.8, 24mm (Rộng), 1/1.56"", 1.0µm, đa hướng PDAF, OIS
8 MP, f/2.2, 119˚ (Siêu rộng)
2 MP, f/2.4, (Macro)","1080p@30fps, gyro-EIS","Đèn flash hai tông màu LED kép
HDR
Toàn cảnh","16 MP, f/2.5, 26mm (Rộng), 1/3"", 1.0µm",1080p@30fps,Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680,Adreno 660,8 GB,128 GB,Không,Li-Po 5000 mAh (Không thể tháo rời),"Sạc nhanh 65W, 100% trong 33 phút",USB Type-C,2 SIM (Nano-SIM),"Android 12
ColorOS 12",,Không,,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.2, A2DP, LE, aptX HD","A-GPS, GLONASS, BDS, GALILEO, QZSS",162.9 x 75.8 x 8.6 mm,,,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển","Hỗ trợ 5G, Bảo mật vân tay",,1080 x 2400 pixels (FullHD+),,,,,
193,Samsung Galaxy A14 4G 6GB 128GB,,,,6.6 inches,IPS LCD,Tốc độ làm mới 60Hz và độ sáng tối đa 480 nits,,,"50MP
Camera macro: 2MP",,,13MP,,MediaTek Helio G80,,Mali G52,6 GB,128 GB,,"5,000mAh",Sạc 10W,,,Android 13,,Có,Có,4G,,v 52,,,201 g,,,,,,,,,,2408 x 1080 pixels,,,,,
194,Samsung Galaxy A43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,OPPO A1x,,,,6.56 inches,IPS LCD,"Tần số quét 90Hz, 480 nits",,,"Camera góc rộng: 13 MP, f/2.2, 25mm, PDAF
Camera đo độ sâu: 2 MP, f/2.4",1080p@30fps,"Đèn flash LED, HDR, toàn cảnh","Camera góc rộng: 8 MP, f/2.2, 27mm","1080p@30fps, 720p@120fps",Mediatek Dimensity 700 (7 nm),2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,Mali-G57 MC2,6 GB,128 GB,microSDXC,5000 mAh,Sạc nhanh 10W,USB Type-C,2 SIM (Nano-SIM),Android 12,,Có,Không,5G,802.11 a/b/g/n/ac,"v5.3, A2DP, LE, aptX","GPS, GALILEO, GLONASS, BDS, QZSS",163.8 x 75.1 x 8 mm,186 g,,,IP54,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế",,3/2023,720 x 1612 (HD+),,,,,
196,Oppo R11 Pro,,,,,AMOLED,,,,"3 Camera, Zoom 10x","Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps",,Đang cập nhật,,Đang cập nhật,Đang cập nhật,Đang cập nhật,,128 GB,Không,"Pin chuẩn Li-Ion, Sạc nhanh VOOC",,,2 SIM (Nano-SIM),Android 9.0 (Pie),,,,,"Wi-Fi 802.11 a/b/g/n/ac, DLNA, Wi-Fi Direct, Wi-Fi hotspot","A2DP, LE, EDR, v5.0","A-GPS, GLONASS",Đang cập nhật,Đang cập nhật,,,,,,,,,,,,,,,
197,Xiaomi CC11 Pro,,,,6.55 inches,OLED,,,,,,,,,,,,8 GB,128 GB,,,,,,Android 11,,,,,,,,,,,,,,,,,,,,,,,,
198,Vivo Y32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Realme Q3 Pro,,,,6.43 inches,Super AMOLED,Tần số quét 120Hz,,Đục lỗ (Nốt ruồi),"Camera chính (góc rộng): 64 MP, f/1.8
Camera góc siêu rộng: 8 MP, f/2.3
Camera cận cảnh: 2 MP, f/2.4","4K@30/60fps, 1080p@30/60fps, gyro-EIS",,"16 MP, f/2.5",1080p@30fps,Dimensity 1100 5G (6 nm),4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55,Mali-G77 MC9,8 GB,128 GB,,Li-Po 4500 mAh,Sạc nhanh 30W,USB Type-C,2 SIM (Nano-SIM),"Android 11, Realme UI 2.0",,Có,,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","A-GPS, GLONASS, GALILEO, BDS, QZSS",158.5 x 73.3 x 8.4 mm,179 g,,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế","Hỗ trợ 5G, Bảo mật vân tay",,1080 x 2400 pixels (FullHD+),,,,,
200,Realme V30,,,,6.51 inches,,,,,13 MP,,,5 MP,,,,,4 GB,64 GB,,5.000 mAh,Sạc 10 W,,,Android 13,,,,,,,,164.4 x 75.1 x 8.1 mm,186 g,,,,,,,,,,720 x 1600 pixel,,,,,
201,iPhone 15 512GB | Chính hãng VN/A,"26.990.000đ
Khi thu cũ lên đời",28.490.000đ,31.990.000đ,6.1 inches,Super Retina XDR OLED,"Dynamic Island
HDR display
True Tone
Wide color (P3)
Haptic Touch
Lớp phủ oleophobia chống dấu vân tay
Độ sáng tối đa: 2000 nits
Mật độ điểm ảnh 460 ppi",60Hz,Dynamic Island,"Camera chính: 48MP, 26 mm, ƒ/1.6,
Camerra góc rộng: 12MP, 13 mm, ƒ/2.4
Camera Tele 2x: 12MP, 52 mm, ƒ/1.6","4K@24/25/30/60 fps
HD 1080p@25/30/60 fps
HD 720p@30 fps","Độ thu phóng kỹ thuật số lên đến 10x
Flash True Tone
Photonic Engine
HDR thông minh thế hệ 5
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Phong Cách Nhiếp Ảnh
Tự động chống rung hình ảnh","12MP, ƒ/1.9","4K@24/25/30/60 fps
HD 1080p@25/30/60 fps",Apple A16 Bionic,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,GPU 5 lõi,6 GB,512 GB,Không,3349 mAh,"Sạc nhanh
Sạc không dây MagSafe lên đến 15W
Sạc không dây Qi lên đến 7,5W",USB Type-C,2 SIM (nano‑SIM và eSIM),iOS 17,Không,Không,Có,5G,Wi‑Fi 6 (802.11ax),v5.3,"GPS, GLONASS, Galileo, QZSS, and BeiDou",147.6 x 71.6 x 7.80 mm,171g,Kính,Nhôm,Đạt mức IP68 (chống nước ở độ sâu tối đa 6 mét trong vòng tối đa 30 phút),"SOS Khẩn Cấp
Phát Hiện Va Chạm","AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus, và Dolby Atmos",Không,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Con quay hồi chuyển, Cảm biến áp kế, Cảm biến trọng lực","Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi",2023,2556 x 1179 pixels,Camera TrueDepth hỗ trợ nhận diện khuôn mặt,,,,
202,iPhone 15 256GB | Chính hãng VN/A,"23.290.000đ
Khi thu cũ lên đời",24.790.000đ,25.990.000đ,6.1 inches,Super Retina XDR OLED,"Dynamic Island
HDR display
True Tone
Wide color (P3)
Haptic Touch
Lớp phủ oleophobia chống dấu vân tay
Độ sáng tối đa: 2000 nits
Mật độ điểm ảnh 460 ppi",60Hz,Dynamic Island,"Camera chính: 48MP, 26 mm, ƒ/1.6,
Camerra góc rộng: 12MP, 13 mm, ƒ/2.4
Camera Tele 2x: 12MP, 52 mm, ƒ/1.6","HD 720p@30fps
FullHD 1080p@60fps
FullHD 1080p@30fps
4K 2160p@24fps
4K 2160p@30fps
4K 2160p@60fps
FullHD 1080p@120fps
FullHD 1080p@240fps","Độ thu phóng kỹ thuật số lên đến 10x
Flash True Tone
Photonic Engine
HDR thông minh thế hệ 5
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Phong Cách Nhiếp Ảnh
Tự động chống rung hình ảnh","12MP, ƒ/1.9",,Apple A16 Bionic,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,GPU 5 lõi,6 GB,256 GB,Không,3349 mAh,"Sạc nhanh
Sạc không dây MagSafe lên đến 15W
Sạc không dây Qi lên đến 7,5W",USB Type-C,2 SIM (nano‑SIM và eSIM),iOS 17,Có,Không,Có,5G,Wi‑Fi 6 (802.11ax),v5.3,"GPS, GLONASS, Galileo, QZSS, and BeiDou",147.6 x 71.6 x 7.80 mm,171g,Kính,Nhôm,Đạt mức IP68 (chống nước ở độ sâu tối đa 6 mét trong vòng tối đa 30 phút),"SOS Khẩn Cấp
Phát Hiện Va Chạm","AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus, và Dolby Atmos",Không,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Con quay hồi chuyển, Cảm biến áp kế, Cảm biến trọng lực","Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi",2023,2556 x 1179 pixels,Camera TrueDepth hỗ trợ nhận diện khuôn mặt,,,,
203,iPhone 15 128GB | Chính hãng VN/A,"20.590.000đ
Khi thu cũ lên đời",22.090.000đ,22.990.000đ,6.1 inches,Super Retina XDR OLED,"Dynamic Island
HDR display
True Tone
Wide color (P3)
Haptic Touch
Lớp phủ oleophobia chống dấu vân tay
Độ sáng tối đa: 2000 nits
Mặt kính cảm ứng: Kính cường lực Ceramic Shield",60Hz,Dynamic Island,"Camera chính: 48MP
Camerra góc rộng: 12MP
Camera Tele: 12MP","HD 720p@30fps
FullHD 1080p@60fps
FullHD 1080p@30fps
4K 2160p@24fps
4K 2160p@30fps
4K 2160p@60fps
FullHD 1080p@120fps
FullHD 1080p@240fps","Chế độ hành động
Dolby Vision
HDR
Trôi nhanh thời gian
Zoom kỹ thuật số
Cinematic
Quay chậm
Xóa phông
Deep Fusion
Toàn cảnh
Chống rung quang học (OIS)
Ban đêm
HDR
Zoom quang học
Siêu độ phân giải
Quay Siêu c",12MP,,Apple A16 Bionic,6‑core CPU,5‑core GPU,6 GB,128 GB,,3349 mAh,"Hỗ trợ sạc tối đa: 20 W
Sạc pin nhanh
Tiết kiệm pin
Sạc không dây
Sạc không dây MagSafe",USB Type-C,2 SIM (nano‑SIM và eSIM),iOS 17,,,Có,5G,"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi 802.11 a/b/g/n/ac/ax",v5.3,"GPS, GLONASS, Galileo, QZSS, and BeiDou",147.6 x 71.6 x 7.80 mm,171g,Kính,Nhôm,IP68,"Mở khoá khuôn mặt Face ID, Phát hiện va chạm (Crash Detection)",,,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Con quay hồi chuyển, Cảm biến áp kế","Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi",2023,1179 x 2556 pixels,,,,,
204,Xperia 1 V,,,,6.5 inches,OLED,"1 tỷ màu, tần số quét 120Hz, HDR10
Corning Gorilla Glass Victus 2
Giảm nhoè do chuyển động 240Hz
Tốc độ quét cảm ứng 240hz",,,"Camera góc rộng: 48 MP, f/1.9, 24mm, Dual Pixel PDAF, OIS
Camera Tele: 12 MP, f/2.3, 85mm, f/2.8, 125mm","4K@24/25/30/60/120fps HDR, 1080p@30/60/120fps","Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, Lấy nét tự động theo ánh mắt trong thời gian thực, Chụp ban đêm, Zoom hỗn hợp 15,6x, Chụp sáng tạo, Chống rung quang học","Camera góc rộng: 12 MP, f/2.0, 24mm, HDR","4K@30fps, 1080p@30/60fps",Qualcomm Snapdragon 8 Gen 2 (4 nm),1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz,Adreno 740,12 GB,256 GB,microSDXC,5000 mAh,"Sạc nhanh 30W, Chế độ tiết kiệm pin, Sạc không dây chuẩn Qi",USB Type-C,2 SIM (Nano-SIM),Android 13,,Có,Có,5G,802.11 a/b/g/n/ac/6e,"v5.3, A2DP, LE Audio, aptX HD, aptX Adaptive","GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",165 x 71 x 8.3 mm,187 g,Kính,Nhôm,"Chịu nước: IP65/IP68
Chống bụi: IP6X","Google Cast, Xuất vdeo/hình ảnh qua cáp Type-C hỗ trợ Display Port hoặc Cáp chuyển đổi Type-C qua HDMI",Hệ thống Dynamic vibration,,,,,3840 x 1644 pixels,,,,,
205,ASUS 8z,,,,5.9 inches,AMOLED,"Độ sáng tối đa 1100 nits
112% DCI-P3
107% NTSC
151.9% sRGB
Hỗ trợ màn hình luôn bật
Hỗ trợ cảm ứng găng tay",120Hz,Đục lỗ (Nốt ruồi),"Camera chính: 64 MP, f/1.73
16 MP","Video 8K UHD (7680 x 4320) ở tốc độ 24 khung hình / giây cho camera chính
4K UHD (3840 x 2160) ở tốc độ 30/60 khung hình / giây cho camera phụ","Tự động lấy nét
Hình ảnh quang học
Đèn flash LED
Máy ảnh siêu rộng
Hỗ trợ chụp macro 4 cm
Chân dung
Toàn cảnh
Ban đêm",12 MP,,Qualcomm® Snapdragon™ 888 5G,,Adreno™ 660,8 GB,128 GB,,4000 mAh,Hỗ trợ sạc nhanh,USB Type-C,2 SIM (Nano-SIM),Android 11,,,Có,5G,"WiFi 6/6E* (802.11 a/b/g/n/ac/ax, 2x2 MIMO)
Hỗ trợ tri-band 2.4 GHz / 5 GHz/ 6 GHz WiFi","5.2 (EDR + A2DP), hỗ trợ LDAC, Qualcomm® aptX™, aptX™ HD, aptX™ Adaptive, AAC",,148 x 68.5 x 8.9 mm,169 g,,-,IP65,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển","Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt, Kháng nước, kháng bụi",,1080 x 2400 pixels (FullHD+),,,,,
206,Samsung Galaxy A15,,,,6.5 inches,TFT LCD,,,,"Camera chính rộng: 48 MP, f/2.0, AF Camera Macro: 2 MP, f/2.4
Camera cảm biến độ sâu: 2 MP, f/2.4
Camera cực rộng : 5 MP, f/2.2, 115˚",1080p@30fps,"Đèn flash LED, ảnh toàn cảnh, HDR",,,,,,3 GB,32 GB,,5000 mAh,Sạc nhanh 15W,USB Type-C,2 SIM (Nano-SIM),Android 10,Không,,Không,4G,,,"Có, với A-GPS, GLONASS, GALILEO, BDS","164 x 75,8 x 8,9 mm",205 g,Nhựa,Nhựa,,,,,,,,720 x 1560 pixes,,,,,
207,Xiaomi Redmi 9i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Huawei Nova 9 Pro,,,,,OLED,OLED 6.72 inch Full-HD+,,,50MP + 8MP + 2MP + 2MP,,,32MP,,Snapdragon 778G 4G,,,,,,"4,000mAh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Vivo V7,,,,5.7 inches,IPS LCD,,,,"16 MP, f/2.0, 1/3.0"", 1.0µm, PDAF",1080p@30fps,"LED flash, HDR","Camera góc rộng: 24 MP, f/2.0, 26mm, 1/2.8"", 0.9µm",1080p@30fps,Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,4 GB,32 GB,microSDXC,3000 mAh,,Micro-USB,2 SIM (Nano-SIM),Android 7.1.2,Không,Có,Không,4G,802.11 b/g/n,"v4.2, A2DP, LE","GPS, GLONASS, BDS",149.3 x 72.8 x 7.9 mm,139 g,Nhựa,Nhựa,,,,Cảm biến vân tay mặt lưng,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế",,11/2017,720 x 1440 pixels,,,,,
210,Blackview N6000,,,,6.4 inches,,450 nits,,,"Camera chính 48MP
Cảm biến 16MP",,,,,MediaTek Helio G99,,,8 GB,256 GB,microSD,"3,880 mAh",,,,Android 13,,,,4G,,,,Độ dày 18.4mm,208g,,,IP68,,,Cảm biến vân tay cạnh bên,,,,"540 x 1,200 pixels",,,,,
211,OPPO A1,,,,6.72 inches,IPS LCD,"Tần số quét 120Hz, 550 nits",,,"Camera góc rộng: 50 MP, f/1.8, AF
Camera đo chiều sâu: 2 MP, f/2.4",1080p@30fps,"Đèn flash LED, HDR, toàn cảnh","Camera góc rộng: 8 MP, f/2.0",1080p@30fps,Qualcomm SM6375 Snapdragon 695 5G (6 nm),2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver,Adreno 619,8 GB,256 GB,microSDXC,5000 mA,Sạc nhanh 67W,USB Type-C,2 SIM (Nano-SIM),Android 13,Có,Có,Không,5G,802.11 a/b/g/n/ac,v5.1,"GPS, GALILEO, GLONASS, BDS, QZSS",165.6 x 76.1 x 8.2 mm,191 g hoặc 193 g,,,,,Loa âm thanh nổi,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế",,04/2023,1080 x 2400 pixels (FullHD+),,,,,
212,Xiaomi Redmi Note 11 Pro Plus 5G - Chỉ có tại CellphoneS,"6.290.000đ
Khi thu cũ lên đời",6.790.000đ,9.990.000đ,6.67 inches,AMOLED,"Tần số quét 120 Hz, Corning Gorilla Glass 5, HDR10, 700 nits, 1200 nits (peak)",120Hz,Đục lỗ (Nốt ruồi),"Camera góc rộng: 108 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f/2,2, FOV 120°
Camera macro: 2 MP, f/2.4","4K@30fps, 1080p@30/60fps, 720p@30fps","Góc rộng
Góc siêu rộng
HDR
Lấy nét theo pha (PDAF)
Siêu cận
Toàn cảnh
Xóa phông",16 MP,"1080p@60fps, 720p@30fps",MediaTek Dimensity 920 5G (6 nm),2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,ARM Mali-G68,8 GB,256 GB,MicroSD,Li-Po 4500 mAh,Sạc nhanh 120 W,USB Type-C,2 SIM (Nano-SIM),"Android 11, MIUI 12.5",Có,Có,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.2, A2DP, LE","A-GPS, GLONASS, GALILEO, BDS",163.7 x 76.2 x 8.3 mm,204 g,Kính,Nhựa,,,"Loa kép siêu tuyến tính
SOUND BY JBL | Hi-res Audio | Hi-Res Audio Wireless | Dolby Atmos®",Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển","Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt",,1080 x 2400 pixels (FullHD+),,,Công nghệ tản nhiệt LiquidCool 2.0,,
