Bluetooth,Bộ nhớ trong,Camera sau,Camera trước,Chipset,Chất liệu,Cảm ứng,Dung lượng Pin,GPS,Ghi âm,Hệ điều hành,Hỗ trợ sạc tối đa,Hỗ trợ thẻ nhớ ngoài,Jack 3.5mm,Kích thước màn hình,Kích thước sản phẩm,Link,Loại SIM,Loại màn hình,Model,Màu sắc,Mạng 4G,Mạng 5G,Mở khóa nhanh,NFC,Name,Nhà sản xuất,Năm ra mắt ,Price,RAM,Radio,Thiết kế,Thời gian bảo hành,Tiện ích khác ĐTDĐ,Tần số quét màn hình,USB,WIFI,Xuất xứ,Đèn Flash,Địa điểm bảo hành,Độ phân giải màn hình,CPU,Chống nước,Khối lượng sản phẩm (gram),Loại pin,Phụ kiện trong hộp,Sạc kèm theo máy (W),Số khe SIM,Video,Độ sáng tối đa,Jack tai nghe,Khối lượng sản phẩm (kg),Loa ngoài,Mạng 3G,Màn hình tràn viền
"5.3, A2DP, LE, aptX HD",256 GB,"64MP, 32MP, 8MP",32MP,Mediatek Dimensity 7050 (6 nm),,Có,5000 mAh,"GPS, GLONASS, GALILEO, BDS, QZSS",Có,ColorOS 13.1 Android 13,SuperVOOC 67W,"MicroSD, hỗ trợ tối đa 1 TB",Không,"6.7 """,162.4 x 74.2 x 8 mm,https://www.nguyenkim.com/dien-thoai-oppo-reno10-5g-8gb-256gb-xam.html,2 Nano SIM + MicroSD,AMOLED,RENO105G256GB (CPH2531),Xám,,Hỗ trợ,"	Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt",,Điện thoại OPPO Reno10 5G 8GB/256GB Xám,OPPO,2023,10.490.000,8 GB,,Nguyên khối,12 Tháng,,120Hz,"USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac/6, Dual-band, Wi-Fi Direct",Trung Quốc,Có,Nguyễn Kim,Full HD+ (2412 x 1080) pixels,Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),,185 gram,,,,,"1080p@30fps, gyro-EIS",,,,,,
Bluetooth 5.3,1TB,"Chính 48MP, Phụ 12MP & 12MP",12MP,Apple A17 Pro,"Khung Titan, mặt trước Ceramic Shield, mặt sau Kính nhám",Màn hình luôn bật,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,,,"6.7 """,159.9 x 76.7 x 8.25 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-pro-max-1tb-blue-titanium.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PROMAX1TB,Titan Xanh,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Pro Max 1TB Titan Xanh,iPhone,2023,45.090.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6E (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,Hexa-core (2x + 4x),IP68,221 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,,,
v5.3,256GB,12MP + 12MP,10MP,Snapdragon® 8 Gen 2 dành cho Galaxy,Khung viền: Armor aluminum và mặt lưng Gorilla Glass Victus 2,Có,3700mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,"Android 13, One UI 5.1.1",Sạc nhanh 25W,Không,Không,"Chính 6.7"". Phụ 3.4 """,Mở: 165.1 x 71.9 x 6.9 mm. Đóng: 85.1 x 71.9 x 15.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-5-5g-8gb-256gb-xam.html,Nano-SIM and Esim,Chính: Dynamic AMOLED 2XPhụ: Super AMOLED,FLIP 5 256GB (SM-F731B),Xám,,Có,"Mở khoá khuôn mặt, Mở khoá vân tay cạnh viền",Có,Điện thoại Samsung Galaxy Z Flip 5 5G 8GB/256GB Xám,Samsung,2023,17.490.000,8GB,Không,"Nguyên khối, Màn hình gập",12 Tháng,Samsung Pay,120Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Chính 1080 x 2640 pixels. Phụ: 720 x 748 pixels,,IPx8,187g,,,,,UHD 4K (3840 x 2160)@60fps,,Không,,Có,,
,128 MB,0.3 MP,,Unisoc T107 (22 nm),Nhựa Polycarbonate,,1450 mAh,,Có,Series 30+,,"MicroSD, hỗ trợ tối đa 32 GB",Có,"2.8 """,131.3 x 56.2 x 13.8 mm,https://www.nguyenkim.com/dien-thoai-nokia-8210-4g-xanh.html,2 Nano SIM,,NOKIA8210,Xanh,Có hỗ trợ,,,,Điện thoại Nokia 8210 4G Xanh,Nokia,08/2022,1.490.000,48 MB,FM không cần tai nghe,Pin rời,12 Tháng,,,Micro USB (USB 2.0),,Trung Quốc,,Nguyễn Kim,QVGA (320 x 240) pixels,1.0 GHz Cortex-A7,,,,,,,,,,,,,
Bluetooth 5.1,128 GB,"50 MP, 8 MP, 2 MP, 2 MP",8 MP,MediaTek Helio G88,Khung & Mặt lưng nhựa,,5000 mAh,GPS L1; Galileo E1; GLONASS; Beidou,Ghi âm mặc định,Android 11,,MicroSD mở rộng lên đến 512GB,Có,"6.5 """,161.95 x 75.53 x 8.92 mm,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-10-2022-4gb-128gb-trang.html,,DotDisplay,REDMI102022,Trắng,Có,,Cảm biến vân tay cạnh bên; mở khóa khuôn mặt AI,,Điện thoại Xiaomi Redmi 10 2022 4GB/128GB Trắng,Xiaomi,2022,3.590.000,4 GB,,Nguyên khối,18 Tháng,,90 Hz,Type-C,2.4GHz Wi-Fi / 5GHz Wi-Fi,Trung Quốc,,Nguyễn Kim,FHD+ (1080 x 2400) pixels,,Không có,,,,,2 SIM,,,,,,,
v5.3,256GB,12MP + 12MP,10MP,Snapdragon® 8 Gen 2 dành cho Galaxy,Khung viền: Armor aluminum và mặt lưng Gorilla Glass Victus 2,Có,3700mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,"Android 13, One UI 5.1.1",Sạc nhanh 25W,Không,Không,"Chính 6.7"". Phụ 3.4 """,Mở: 165.1 x 71.9 x 6.9 mm. Đóng: 85.1 x 71.9 x 15.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-5-5g-8gb-256gb-kem.html,Nano-SIM and Esim,Chính: Dynamic AMOLED 2XPhụ: Super AMOLED,FLIP 5 256GB (SM-F731B),Kem,,Có,"Mở khoá khuôn mặt, Mở khoá vân tay cạnh viền",Có,Điện thoại Samsung Galaxy Z Flip 5 5G 8GB/256GB Kem,Samsung,2023,17.490.000,8GB,Không,"Nguyên khối, Màn hình gập",12 Tháng,Samsung Pay,120Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Chính 1080 x 2640 pixels. Phụ: 720 x 748 pixels,,IPx8,187g,,,,,UHD 4K (3840 x 2160)@60fps,,Không,,Có,,
,256 GB,50 MP F1.8 OIS (Rộng); 12 MP F2.2 (Siêu Rộng); 5 MP F2.4 (Cận cảnh),32MP F2.2,Exynos 1380 8 nhân,Mặt lưng kính,,5000 mAh,,,"Android 13, One UI 5",Tối đa 25W,Thẻ nhớ tối đa 1TB,,"6.4 """,158.2 x 76.7 x 8.2 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a54-5g-8gb-256gb-den.html,Nano SIM,"Super AMOLED, 1000 nits, Eye-care giảm tới 50% ánh sáng xanh",A54 5G (SM-A546E/DS),Đen,,Hỗ trợ 5G,Vân tay trong màn hình,,Điện thoại Samsung Galaxy A54 5G 8GB/256GB Đen,Samsung,2023,8.990.000,8 GB,,,12 Tháng,,120 Hz,Type-C,,Việt Nam,,Nguyễn Kim,FHD+ pixels,,IP67,,,,,,,,,0.202 kg,Loa kép âm thanh vòm Dolby Atmos,,
v5.3,256GB,"Camera Chụp Góc Siêu Rộng 12MP; Camera Góc Rộng 200 MP; Ống kính Tele 10.0/10.0MP(Zoom quang học 3x và 10x, Zoom Kỹ thuật số lên tới 100x1)",12 MP,Snapdragon® 8 Gen 2 Mobile Platform,Khung nhôm & Mặt lưng kính cường lực,,5000mAh,Có,"Ghi âm mặc định, Ghi âm cuộc gọi","Android 13, One UI 5.1",45 W,,,"6.8 """,163.4 x 78.1 x 8.9 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-s23-ultra-8gb-256gb-tim.html,Nano,Edge Quad HD+,S918,Tím,,Kết nối 5G,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Tím,Samsung,2023,22.990.000,8GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",Việt Nam,LED Flash,Nguyễn Kim,1440 x 3088 pixels,Octa-core (8 nhân),IP68,,,,,2,,,,,,,
,128 MB,,,Unisoc T107,Khung & Mặt lưng nhựa,,1020 mAh,,,Series 30+,2.75 W,,Có,"1.8 """,121x50x14.5 mm,https://www.nguyenkim.com/dien-thoai-nokia-105-4g-xanh.html,2 Nano SIM,TFT LCD,NOKIA1054GDS,Xanh,Có hỗ trợ,,,,Điện thoại Nokia 105 4G Xanh,Nokia,2021,620.000,48 MB,,Pin rời,12 Tháng,,,Micro USB,,Trung Quốc,,Nguyễn Kim,QQVGA (120 x 160) pixels,,,,,,,,,,,,,,
Bluetooth 5.3,128GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.7 """,160.9 x 77.8 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-plus-128gb-green.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PLUS128GB,Xanh Lá,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Plus 128GB Xanh Lá,iPhone,2023,25.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,,IP68,201 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
v5.1,128GB,"108MP, 2MP, 2MP",32 MP,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Khung hợp kim & Mặt lưng thuỷ tinh hữu cơ,,4800mAh,"GPS, GALILEO, BEIDOU, GALILEO, QZSS","Ghi âm mặc định, Ghi âm cuộc gọi",Android 13,Sạc siêu nhanh SuperVOOC 67 W,"Có, MicroSD",Không,"6.7 """,162.3 x 74.3 x 7.7 mm,https://www.nguyenkim.com/dien-thoai-oppo-reno8-t-5g-8gb-128gb-den.html,Nano,OLED,RENO8T5G128GB (CPH2505),Đen,,Hỗ trợ 5G,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,Điện thoại OPPO Reno8 T 5G 8GB/128GB Đen,OPPO,2023,7.490.000,8GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi hotspot",Trung Quốc,LED Flash,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,,IPX4,,,,,2,,,Type-C,,,,
,128GB,"Chính 48 MP, Phụ 12 MP - 12 MP",12MP,Apple A16 Bionic,,,,,,iOS 16,,,,"6.1 """,147.5 x 71.5 x 7.85 mm,https://www.nguyenkim.com/dien-thoai-iphone-14-pro-128gb-vang.html,,OLED,,Vàng,Hỗ trợ 5G,,,,Điện thoại iPhone 14 Pro 128GB Vàng,iPhone,2022,23.790.000,,,,12 Tháng,,,,,,,Nguyễn Kim,1179 x 2556 pixels,,"Kháng nước, kháng bụi IP68",,,,,,,,,,,,
5.1,256 GB,3 camera AI 108MP+8MP+2MP,16MP,MediaTek Helio G96,,,5000 mAh,Có,,"MIUI 14, nền tảng Android 13",Sạc nhanh 33W,MicroSD,Có,"6.43 """,159.87 x 73.87 x 8.09 mm,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-12s-8gb-256gb-xanh-la.html,2 SIM + MicroSD,AMOLED,REDMINOTE12S(8+256),Xanh Lá,Hỗ trợ 4G,,"Mở khóa vân tay cạnh viền, Mở khóa gương mặt AI",Có,Điện thoại Xiaomi Redmi Note 12S 8GB/256GB Xanh lá,Xiaomi,2023,5.650.000,8 GB,,,18 Tháng,,90 Hz,Type-C,"Wifi 2.4GHz, 5GHz",Trung Quốc,,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,"CPU 8 nhân, tốc độ lên đến 2.05GHz",Kháng nước IP53,,,Bộ sạc 33W kèm hộp,,2,,,,0.176 kg,,,
Bluetooth v5.2,256 GB,12 MP + 12 MP,10 MP,Snapdragon® 8+ Gen 1,Khung nhôm & Mặt lưng kính cường lực,Màn hình chính: Ultra Thin Glass - Màn hình phụ và mặt lưng: Gorilla Glass Victus+,3700 mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,Android 12,,,,"Màn hình chính 6.7"" - Màn hình phụ 1.9 """,Khi mở: 165.2 x 71.9 x 6.9 mm - Khi gập: 84.9 x 71.9 x 15.9-17.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-4-5g-256gb-xanh-nhat.html,SIM Kép,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",F721,Xanh nhạt,,Hỗ trợ 5G,"Mở khoá vân tay cạnh viền, Mở khoá khuôn mặt",,Điện thoại Samsung Galaxy Z Flip 4 5G 256GB Xanh nhạt,Samsung,2022,12.290.000,8 GB,,Nguyên khối - Màn hình gập,12 Tháng,"Tính năng chụp đêm Nightography - Mắt Thần Bóng Đêm, Chế độ FlexCam, Zoom kỹ thuật số 10x, chụp hình xóa phông. Đa cửa sổ (chia đôi màn hình), Âm thanh Dolby Atmos, Tối ưu game (Game Booster), Thu nhỏ màn hình sử dụng một tay, Trợ lý ảo Samsung Bixby, Sam",120 Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Màn hình chính: (FHD+) 2640 x 1080 pixels - Màn hình phụ: 260 x 512 pixels,"3.18GHz,2.7GHz,2GHz - GPU: Qualcomm® Adreno™",IPx8,,,,,,UHD 4K (3840 x 2160)@60fps,,,0.187 kg,,,
Bluetooth 5.3,128GB,"Chính 48MP, Phụ 12MP & 12MP",12MP,Apple A17 Pro,"Khung Titan, mặt trước Ceramic Shield, mặt sau Kính nhám",Màn hình luôn bật,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,,,"6.1 """,146.6 x 70.6 x 8.25 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-pro-128gb-black-titanium.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PRO128GB,Titan Đen,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Pro 128GB Titan Đen,iPhone,2023,27.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6E (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,Hexa-core (2x + 4x),IP68,187 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,,,
Bluetooth 5.0,128GB,13MP + 2MP,5MP,MediaTek Helio P35,Khung & Mặt lưng nhựa Polymer cao cấp,Cảm ứng điện dung đa điểm,5000mAh (TYP),"GPS, BeiDou, GLONASS, Galileo",Có,Funtouch OS 12 (Android 12),10 W,"Có, MicroSD",Có,"6.51 """,163.95 x 75.55 x 8.19 mm,https://www.nguyenkim.com/dien-thoai-vivo-y16-4gb-128gb-vang.html,2 SIM 2 sóng (DSDS),IPS LCD,Y16 (V2204),Vàng,Hỗ trợ 4G,,"Mở khóa bằng khuôn mặt, Mở khóa vân tay cạnh bên",,Điện thoại Vivo Y16 4GB/128GB Vàng,Vivo,2022,3.490.000,4GB,Có,Nguyên khối,12 Tháng,,60 Hz,Type-C,2.4GHz/5GHz,Trung Quốc,Đèn Flash camera sau,Nguyễn Kim,(HD+) 1600 x 720 pixels,,IP52,,,,,2 SIM Nano + 1 Thẻ Nhớ Micro SD,MP4,,,,,,
Bluetooth 5.1,128 GB,"50 MP, 8 MP, 2 MP, 2 MP",8 MP,MediaTek Helio G88,Khung & Mặt lưng nhựa,,5000 mAh,GPS L1; Galileo E1; GLONASS; Beidou,Ghi âm mặc định,Android 11,,MicroSD mở rộng lên đến 512GB,Có,"6.5 """,161.95 x 75.53 x 8.92 mm,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-10-2022-4gb-128gb-xanh-duong.html,,DotDisplay,REDMI102022,Xanh Dương,Có,,Cảm biến vân tay cạnh bên; mở khóa khuôn mặt AI,,Điện thoại Xiaomi Redmi 10 2022 4GB/128GB Xanh dương,Xiaomi,2022,3.590.000,4 GB,,Nguyên khối,18 Tháng,,90 Hz,Type-C,2.4GHz Wi-Fi / 5GHz Wi-Fi,Trung Quốc,,Nguyễn Kim,FHD+ (1080 x 2400) pixels,,Không có,,,,,2 SIM,,,,,,,
5.1,256 GB,108MP+8MP+2MP+2MP,16MP,Snapdragon® 732G,,,5000 mAh,Có,,"MIUI 13, nền tảng Android 11",Sạc nhanh 67W,MicroSD,Có,"6.67 """,164.2 x 76.1 x 8.12 mm,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-12-pro-4g-8gb-256gb-xam.html,SIM 1 + SIM 2/ MicroSD,AMOLED,REDMINOTE12PRO(8+256),Xám,Hỗ trợ 4G,,"Vân tay cạnh bên, Mở khóa gương mặt AI",Có,Điện thoại Xiaomi Redmi Note 12 Pro 8GB/256GB Xám,Xiaomi,2023,6.390.000,8 GB,,,18 Tháng,,120 Hz,Type-C,Wifi 802.11b/g/n/ac,Trung Quốc,,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,"CPU 8 nhân, tốc độ lên đến 2.2GHz",Kháng nước IP53,,,Bộ sạc 67W kèm hộp,,2,,,,0.2018 kg,,,
v5.0,32 GB,"50 MP, 2 MP",5 MP,MediaTek Helio P35 8 nhân,Khung & Mặt lưng nhựa,,5000 mAh,Có,"Ghi âm mặc định, Ghi âm cuộc gọi",Android 12,15 W,"MicroSD, hỗ trợ tối đa 1 TB",Có,"6.5 """,164.4 x 76.3 x 9.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a04-3gb-32gb-xanh.html,,IPS LCD,SM-A045F/DS,Xanh,Hỗ trợ 4G,,Mở khoá khuôn mặt,,Điện thoại Samsung Galaxy A04 3GB/32GB Xanh,Samsung,2022,1.990.000,3 GB,Có,Nguyên khối,12 Tháng,,60 Hz,Type-C,Wi-Fi 802.11 a/b/g/n/ac,Việt Nam,,Nguyễn Kim,HD+ (720 x 1600) pixels,,Không có,,,,,2 nanoSIM,,,,,,,Có
Bluetooth® 4.2,32 GB,13 MP + 2 MP,5 MP,Unisoc SC9863A,,,4000mAh,GPS/AGPS,,Android 11 (Go Edition),10 W,,Có,"6.5 """,164.8 x 75.9 x 8.55 mm,https://www.nguyenkim.com/dien-thoai-nokia-c21-plus-2gb-32gb-xanh.html,2 Nano SIM + 1 Micro SD,TFT LCD,NOKIAC21PLUS2/32,Xanh Thiên Thạch,Hỗ trợ 4G,,"Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt",,Điện thoại Nokia C21 Plus 2GB/32GB Xanh Thiên Thạch,Nokia,2022,1.690.000,2 GB,,Nguyên khối,12 Tháng,,60 Hz,USB Micro (USB 2.0),WIFI 802.11 b/g/n,Trung Quốc,Có,Nguyễn Kim,HD+ (720 x 1600) pixels,,IP52,,,,,,,,,,,,
,128 MB,0.08 MP,,Unisoc T107,Khung & Mặt lưng nhựa,,1020 mAh,,Có,Series 30+,Sạc 2.75W,"MicroSD, hỗ trợ tối đa 32 GB",Có,"1.8 """,121 x 50 x 14.5 mm,https://www.nguyenkim.com/dien-thoai-nokia-110-4g-xanh.html,2 Nano SIM,TFT LCD,NOKIA1104GDS,Xanh,Hỗ trợ 4G,,,,Điện thoại Nokia 110 4G Xanh,Nokia,2021,650.000,48 MB,FM không cần tai nghe,Pin rời,12 Tháng,"Đèn pin, Trò chơi, Tiếng Anh với Oxford (từ Dữ liệu gốc)/Internet, Đài FM (chế độ kép có dây & không dây), Máy nghe nhạc MP3",,Micro USB,,Trung Quốc,Có,Nguyễn Kim,QQVGA (120 x 160) pixels,,,,,,,,,,,,,,
v5.3,128 GB,12 MP - 12 MP,12MP,Apple A15 Bionic,Khung nhôm & Mặt lưng kính cường lực,Cảm ứng điện dung đa điểm,20 giờ,"BEIDOU, GALILEO, GLONASS, GPS, QZSS",Ghi âm mặc định,iOS 16,Sạc tối đa 20W,,,"6.1 """,146.7 x 71.5 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-14-128gb-tim.html,1 Nano SIM & 1 eSIM,OLED,iPhone 14 128GB,Tím,,Có,Mở khoá khuôn mặt Face ID,,Điện thoại iPhone 14 128GB Tím,iPhone,9/2022,18.790.000,6 GB,,Nguyên khối,12 Tháng,"Chạm 2 lần sáng màn hình, Sạc không dây, Phát hiện va chạm (Crash Detection), Apple Pay",60 Hz,Lightning,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Wi-Fi MIMO",Trung Quốc,Có,Nguyễn Kim,1170 x 2532 pixels,,IP68,,,,,,,,Lightning,,,,
Bluetooth v5.2,128 GB,12 MP + 12 MP,10 MP,Snapdragon® 8+ Gen 1,Khung nhôm & Mặt lưng kính cường lực,Màn hình chính: Ultra Thin Glass - Màn hình phụ và mặt lưng: Gorilla Glass Victus+,3700 mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,Android 12,,,,"Màn hình chính 6.7"" - Màn hình phụ 1.9 """,Khi mở: 165.2 x 71.9 x 6.9 mm - Khi gập: 84.9 x 71.9 x 15.9-17.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-4-5g-128gb-vang.html,SIM Kép,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",F721,Vàng,,Hỗ trợ 5G,"Mở khoá vân tay cạnh viền, Mở khoá khuôn mặt",,Điện thoại Samsung Galaxy Z Flip 4 5G 128GB Vàng,Samsung,2022,11.690.000,8 GB,,Nguyên khối - Màn hình gập,12 Tháng,"Tính năng chụp đêm Nightography - Mắt Thần Bóng Đêm, Chế độ FlexCam, Zoom kỹ thuật số 10x, chụp hình xóa phông. Đa cửa sổ (chia đôi màn hình), Âm thanh Dolby Atmos, Tối ưu game (Game Booster), Thu nhỏ màn hình sử dụng một tay, Trợ lý ảo Samsung Bixby, Sam",120 Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Màn hình chính: (FHD+) 2640 x 1080 pixels - Màn hình phụ: 260 x 512 pixels,"3.18GHz,2.7GHz,2GHz - GPU: Qualcomm® Adreno™",IPx8,,,,,,UHD 4K (3840 x 2160)@60fps,,,0.187 kg,,,
Bluetooth® 4.2,32 GB,13 MP + 2 MP,5 MP,Unisoc SC9863A,,,4000mAh,GPS/AGPS,,Android 11 (Go Edition),10 W,,Có,"6.5 """,164.8 x 75.9 x 8.55 mm,https://www.nguyenkim.com/dien-thoai-nokia-c21-plus-2gb-32gb-xanh.html,2 Nano SIM + 1 Micro SD,TFT LCD,NOKIAC21PLUS2/32,Xanh Thiên Thạch,Hỗ trợ 4G,,"Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt",,Điện thoại Nokia C21 Plus 2GB/32GB Xanh Thiên Thạch,Nokia,2022,1.690.000,2 GB,,Nguyên khối,12 Tháng,,60 Hz,USB Micro (USB 2.0),WIFI 802.11 b/g/n,Trung Quốc,Có,Nguyễn Kim,HD+ (720 x 1600) pixels,,IP52,,,,,,,,,,,,
,128 MB,0.08 MP,,Unisoc T107,Khung & Mặt lưng nhựa,,1020 mAh,,Có,Series 30+,Sạc 2.75W,"MicroSD, hỗ trợ tối đa 32 GB",Có,"1.8 """,121 x 50 x 14.5 mm,https://www.nguyenkim.com/dien-thoai-nokia-110-4g-den.html,2 Nano SIM,TFT LCD,NOKIA1104GDS,Đen,Hỗ trợ 4G,,,,Điện thoại Nokia 110 4G Đen,Nokia,2021,650.000,48 MB,FM không cần tai nghe,Pin rời,12 Tháng,"Đèn pin, Trò chơi, Tiếng Anh với Oxford (từ Dữ liệu gốc)/Internet, Đài FM (chế độ kép có dây & không dây), Máy nghe nhạc MP3",,Micro USB,,Trung Quốc,Có,Nguyễn Kim,QQVGA (120 x 160) pixels,,,,,,,,,,,,,,
Bluetooth 5.0,32 GB,13 MP (chính) + 2 MP (mono) + 2 MP (marco),8 MP,"MediaTek Helio G35, tối đa 2.3GHz",Khung & Mặt lưng nhựa,,5000 mAh,"GNSS: Dựa trên GPS, A-GPS, BeiDou, GLONASS, GALILEO và QZSS, các phần mềm định vị",,"ColorOS 11.1, nền tảng Android 11",10 W,"MicroSD, hỗ trợ tối đa 256 GB",Có,"6.52 """,163.8 x 75.6 x 8.4 mm,https://www.nguyenkim.com/dien-thoai-oppo-a16-3gb-32gb-bac.html,2 Nano SIM,IPS LCD,OPPOA16,Bạc,Hỗ trợ 4G,,"Mở Khóa Vân Tay Cạnh Bên, Nhận Dạng Khuôn Mặt",,Điện thoại Oppo A16 3GB/32GB Bạc,OPPO,10/2021,2.690.000,3 GB,,Nguyên khối,12 Tháng,,60 Hz,Type C,"Wi-Fi 2.4 GHz, Wi-Fi 5 GHz, Wi-Fi Display",Trung Quốc,Có,Nguyễn Kim,HD+ (720 x 1600) pixels,,IPX4,,,,,,,,,,,,
